topic_id,method,date,forecast,lower,upper,mae,rmse,mape,smape,r2,forecast_pct
26,Ensemble,2027-01-01,0.002446122997003129,-0.006976210976595204,0.011868457087016785,0.00225,0.00231,,,,0.24461229970031292
27,Ensemble,2026-08-01,0.005792312152274285,-0.0022244072538030396,0.013809031325520967,0.00145,0.00171,,,,0.5792312152274285
27,Ensemble,2026-09-01,0.004685874053356201,-0.0057744474469955,0.01514619543729258,0.00145,0.00171,,,,0.4685874053356201
27,Ensemble,2026-10-01,0.004119036812214276,-0.007834088133026891,0.016072161990286087,0.00145,0.00171,,,,0.4119036812214276
27,Ensemble,2026-11-01,0.004235372922083824,-0.00774816041904045,0.0162189062632081,0.00145,0.00171,,,,0.4235372922083824
27,Ensemble,2026-12-01,0.004249104254236618,-0.007738626913383666,0.016236835654687545,0.00145,0.00171,,,,0.4249104254236618
27,Ensemble,2027-01-01,0.004219106699032577,-0.007768882809986995,0.01620709609163683,0.00145,0.00171,,,,0.4219106699032577
28,Ensemble,2026-08-01,0.002331184050635657,-0.0001524696693061692,0.004814837886992806,0.00243,0.00308,,,,0.2331184050635657
28,Ensemble,2026-09-01,0.0023679545285266255,-0.0005407971530630771,0.005276706326531651,0.00243,0.00308,,,,0.23679545285266254
28,Ensemble,2026-10-01,0.002382262437240443,-0.0008526794188181788,0.005617204409714388,0.00243,0.00308,,,,0.2382262437240443
28,Ensemble,2026-11-01,0.002408174217780343,-0.0011017590252586635,0.0059181072861963675,0.00243,0.00308,,,,0.2408174217780343
28,Ensemble,2026-12-01,0.0024157342287797843,-0.001336471457232583,0.006167939972999813,0.00243,0.00308,,,,0.24157342287797842
28,Ensemble,2027-01-01,0.002401703330324254,-0.0015695334820325117,0.0063729400262656985,0.00243,0.00308,,,,0.24017033303242538
29,Ensemble,2026-08-01,0.002012482812880828,-0.004674091233019269,0.008699056800573264,0.00371,0.0039,,,,0.2012482812880828
29,Ensemble,2026-09-01,0.002726209935075382,-0.005071994904923476,0.010524414775074242,0.00371,0.0039,,,,0.2726209935075382
29,Ensemble,2026-10-01,0.0031976597122899005,-0.005044465432255906,0.011439784973251028,0.00371,0.0039,,,,0.31976597122899003
29,Ensemble,2026-11-01,0.00351310735946202,-0.004920340039494602,0.011946554816626301,0.00371,0.0039,,,,0.351310735946202
29,Ensemble,2026-12-01,0.00372113340039656,-0.004796992115194739,0.012239258857780197,0.00371,0.0039,,,,0.37211334003965596
29,Ensemble,2027-01-01,0.0038532377397671605,-0.004702774539737823,0.012409250019272143,0.00371,0.0039,,,,0.3853237739767161
30,Ensemble,2026-08-01,0.001765951698861182,-0.0004330643416407707,0.003964967652051643,0.00381,0.00464,,,,0.1765951698861182
30,Ensemble,2026-09-01,0.001352090545398295,-0.0012855568174904336,0.003989738082910007,0.00381,0.00464,,,,0.13520905453982948
30,Ensemble,2026-10-01,0.0010369695805578902,-0.0017861879539867764,0.0038601271442063874,0.00381,0.00464,,,,0.10369695805578902
30,Ensemble,2026-11-01,0.000797053874348475,-0.0021243907033065986,0.003718498444727591,0.00381,0.00464,,,,0.0797053874348475
30,Ensemble,2026-12-01,0.0006166854444686212,-0.0023602808448104275,0.003593651813783204,0.00381,0.00464,,,,0.061668544446862116
30,Ensemble,2027-01-01,0.00048121901440091456,-0.0025280167116218974,0.0034904546421982985,0.00381,0.00464,,,,0.04812190144009146
31,Ensemble,2026-08-01,0.0006230902212840768,-0.0014405184215059404,0.002686698958661543,0.0037,0.00422,,,,0.06230902212840768
31,Ensemble,2026-09-01,0.001076339257879698,-0.0010111499985893599,0.0031638284634170526,0.0037,0.00422,,,,0.1076339257879698
31,Ensemble,2026-10-01,0.0007810550621774456,-0.0014145338810837168,0.0029766438599194553,0.0037,0.00422,,,,0.07810550621774456
31,Ensemble,2026-11-01,0.0009746292878794055,-0.0012583864357926554,0.0032076449969995514,0.0037,0.00422,,,,0.09746292878794055
31,Ensemble,2026-12-01,0.0008442207970265285,-0.0014549811570498798,0.0031434229475537923,0.0037,0.00422,,,,0.08442207970265285
31,Ensemble,2027-01-01,0.000923922620518638,-0.0014158474120611398,0.0032636928095315047,0.0037,0.00422,,,,0.0923922620518638
32,Ensemble,2026-08-01,0.0024918048935255238,-0.00020256674771550718,0.005186176476558894,0.00262,0.00275,,,,0.24918048935255238
32,Ensemble,2026-09-01,0.0020469404704568793,-0.0013254483967229697,0.005419329395844389,0.00262,0.00275,,,,0.20469404704568794
32,Ensemble,2026-10-01,0.0010713550727814436,-0.002701656028465481,0.004844366057613046,0.00262,0.00275,,,,0.10713550727814436
32,Ensemble,2026-11-01,0.0010329032083973289,-0.002740107834641935,0.0048059143096442535,0.00262,0.00275,,,,0.10329032083973289
32,Ensemble,2026-12-01,0.0009943759068846703,-0.0027786351361545935,0.004767387008131595,0.00262,0.00275,,,,0.09943759068846703
32,Ensemble,2027-01-01,0.0009893850656226277,-0.002783626035624297,0.004762396166869552,0.00262,0.00275,,,,0.09893850656226277
33,Ensemble,2026-08-01,0.003138369319166153,0.002126746364438703,0.004149992252065729,0.00245,0.00253,,,,0.31383693191661527
33,Ensemble,2026-09-01,0.002311637942460795,0.0001610582917601782,0.004462217578609496,0.00245,0.00253,,,,0.23116379424607947
33,Ensemble,2026-10-01,0.0018927537117359654,-0.001215032195210303,0.0050005396259581916,0.00245,0.00253,,,,0.18927537117359652
33,Ensemble,2026-11-01,0.001661424827141581,-0.0022328070010825063,0.0055556566262618375,0.00245,0.00253,,,,0.1661424827141581
33,Ensemble,2026-12-01,0.001517470353671557,-0.0030247932244531896,0.006059733917244388,0.00245,0.00253,,,,0.1517470353671557
33,Ensemble,2027-01-01,0.0014176617211269376,-0.0036651969796833842,0.006500520389195449,0.00245,0.00253,,,,0.14176617211269377
34,Ensemble,2026-08-01,0.002778682838076108,-0.0016921310923615359,0.007249496768513752,0.00205,0.00225,,,,0.2778682838076108
34,Ensemble,2026-09-01,0.0036179954225773504,-0.00428697177543654,0.011522962591487409,0.00205,0.00225,,,,0.36179954225773503
34,Ensemble,2026-10-01,0.0030999897371165185,-0.0076378295499838905,0.013837808995113096,0.00205,0.00225,,,,0.30999897371165186
34,Ensemble,2026-11-01,0.0026995668108420363,-0.009494140840602698,0.014893274229456127,0.00205,0.00225,,,,0.2699566810842036
34,Ensemble,2026-12-01,0.0023972243281156587,-0.010642112783207076,0.015436561323023073,0.00205,0.00225,,,,0.23972243281156586
34,Ensemble,2027-01-01,0.0021554626439396637,-0.011398483766093502,0.01570940893755751,0.00205,0.00225,,,,0.21554626439396637
35,Ensemble,2026-08-01,0.003250969868555276,0.0017507718977492282,0.004751167795705578,0.00193,0.00251,,,,0.3250969868555276
